.species.name,tax.id,phage.nonphage,source,source.version,acc,n_clstr,nt,perc_id_to_rep,is_rep
Staphylococcus phage phiIBB-SEP1,1340769,phage,NCBI Refseq,209,NC_041928,3138,139928,100,TRUE
Synechococcus phage ACG-2014h,1340810,phage,NCBI Refseq,209,NC_023587,2980,189311,100,TRUE
Synechococcus phage S-MbCM100,1340812,phage,NCBI Refseq,209,NC_023584,2996,170438,100,TRUE
Mycobacterium phage LittleCherry,1340818,phage,NCBI Refseq,209,NC_022086,823,50690,100,TRUE
Mycobacterium phage Catdawg,1340819,phage,NCBI Refseq,209,NC_022057,4050,72108,100,TRUE
Mycobacterium phage Jabbawokkie,1340820,phage,NCBI Refseq,209,NC_022069,3338,55213,100,TRUE
Mycobacterium phage Velveteen,1340821,phage,NCBI Refseq,209,NC_022060,3436,54314,100,TRUE
Mycobacterium phage Daenerys,1340822,phage,NCBI Refseq,209,NC_022068,3529,58043,100,TRUE
Mycobacterium phage Hamulus,1340824,phage,NCBI Refseq,209,NC_022056,3592,57155,100,TRUE
Mycobacterium phage Trouble,1340825,phage,NCBI Refseq,209,NC_022062,3643,52102,100,TRUE
Mycobacterium phage Whirlwind,1340826,phage,NCBI Refseq,209,NC_022052,2533,76050,100,TRUE
Mycobacterium phage SarFire,1340827,phage,NCBI Refseq,209,NC_022324,3398,53701,100,TRUE
Mycobacterium phage Reprobate,1340828,phage,NCBI Refseq,209,NC_022064,38,70120,100,TRUE
Mycobacterium phage Muddy,1340829,phage,NCBI Refseq,209,NC_022054,746,48228,100,TRUE
Mycobacterium phage KayaCho,1340830,phage,NCBI Refseq,209,NC_022061,4058,70838,100,TRUE
Mycobacterium phage Dylan,1340831,phage,NCBI Refseq,209,NC_022325,4027,69815,100,TRUE
Mycobacterium phage Contagion,1340833,phage,NCBI Refseq,209,NC_022065,2645,74533,100,TRUE
Mycobacterium phage Crossroads,1340836,phage,NCBI Refseq,209,NC_022071,2526,76129,100,TRUE
Vibrio phage VPUSM 8,1341101,phage,NCBI Refseq,209,NC_022747,2097,34145,100,TRUE
Stenotrophomonas phage SMA7,1343494,phage,NCBI Refseq,209,NC_021569,1464,7069,100,TRUE
Stenotrophomonas phage SMA6,1346893,phage,NCBI Refseq,209,NC_043029,1450,7648,100,TRUE
Staphylococcus phage SA12,1347760,phage,NCBI Refseq,209,NC_021801,170,42902,100,TRUE
Pseudomonas phage PAK_P2,1348912,phage,NCBI Refseq,209,NC_022967,2712,92495,100,TRUE
Sulfolobus monocaudavirus SMV1,1351702,phage,NCBI Refseq,209,NC_023585,739,48775,100,TRUE
Enterococcus phage IMEEF1,1351735,phage,NCBI Refseq,209,NC_041959,3596,57081,100,TRUE
Yersinia phage PST,1351740,phage,NCBI Refseq,209,NC_027404,2801,167785,100,TRUE
Ralstonia phage RSS30,1352227,phage,NCBI Refseq,209,NC_021862,1470,8576,100,TRUE
Thermus phage phi OH2,1352230,phage,NCBI Refseq,209,NC_021784,2132,38099,100,TRUE
Ralstonia phage RSS20,1354496,phage,NCBI Refseq,209,NC_021866,1443,7219,100,TRUE
Mycobacterium phage Adawi,1354507,phage,NCBI Refseq,209,NC_022328,4030,70236,100,TRUE
Mycobacterium phage Bane1,1354508,phage,NCBI Refseq,209,NC_022331,4118,69309,100,TRUE
Mycobacterium phage Fredward,1354510,phage,NCBI Refseq,209,NC_022753,3817,52282,100,TRUE
Mycobacterium phage Anubis,1354511,phage,NCBI Refseq,209,NC_029018,2247,50854,100,TRUE
Mycobacterium phage PhrostyMug,1354512,phage,NCBI Refseq,209,NC_022329,3402,53636,100,TRUE
Mycobacterium phage Quink,1354514,phage,NCBI Refseq,209,NC_022330,2557,76586,100,TRUE
Sinorhizobium phage phiM12,1357423,phage,NCBI Refseq,209,NC_027204,2982,194701,100,TRUE
Mycobacterium phage DrDrey,1357669,phage,NCBI Refseq,209,NC_022059,2744,77367,100,TRUE
Proteus phage PM16,1357704,phage,NCBI Refseq,209,NC_027342,379,41268,100,TRUE
Pseudoalteromonas phage HP1,1357706,phage,NCBI Refseq,209,NC_048630,964,45035,100,TRUE
Bacillus phage phiCM3,1357713,phage,NCBI Refseq,209,NC_023599,1795,38772,100,TRUE
Caulobacter phage Cr30,1357714,phage,NCBI Refseq,209,NC_025422,3288,155997,100,TRUE
Microcystis phage MaMV-DC,1357715,phage,NCBI Refseq,209,NC_029002,3015,169223,100,TRUE
Anabaena phage A-4L,1357732,phage,NCBI Refseq,209,NC_024358,584,41750,100,TRUE
Enterobacteria phage fiAA91-ss,1357825,phage,NCBI Refseq,209,NC_022750,2048,33628,100,TRUE
Roseobacter virus SIO1,136084,phage,NCBI Refseq,209,NC_002519,1940,39898,100,TRUE
Leptospira phage LE1,137511,phage,NCBI Refseq,209,NC_048892,2594,73623,100,TRUE
Bacillus phage Troll,1382932,phage,NCBI Refseq,209,NC_022088,3235,163019,100,TRUE
Mycobacterium phage Wheeler,1383054,phage,NCBI Refseq,209,NC_022070,3424,53588,100,TRUE
Mycobacterium phage Phelemich,1383055,phage,NCBI Refseq,209,NC_022063,38,70115,99.72,FALSE
Mycobacterium phage Papyrus,1383056,phage,NCBI Refseq,209,NC_022053,4016,70657,100,TRUE
Mycobacterium phage Goku,1383057,phage,NCBI Refseq,209,NC_022085,2579,76483,100,TRUE
Mycobacterium phage Adzzy,1383059,phage,NCBI Refseq,209,NC_022058,3865,52519,100,TRUE
Streptococcus phage TP-778L,1385385,phage,NCBI Refseq,209,NC_022776,578,41757,100,TRUE
Marine gokushovirus,1385658,phage,NCBI Refseq,209,NC_022790,1528,4129,100,TRUE
Mycobacterium phage Bruin,1391179,phage,NCBI Refseq,209,NC_022988,2637,74210,100,TRUE
Mycobacterium phage Nala,1391180,phage,NCBI Refseq,209,NC_022976,2545,75894,100,TRUE
Mycobacterium phage PhatBacter,1391181,phage,NCBI Refseq,209,NC_022969,2573,76217,100,TRUE
Bacillus phage CP-51,1391188,phage,NCBI Refseq,209,NC_025423,3157,138658,100,TRUE
Pseudomonas phage MP48,1391190,phage,NCBI Refseq,209,NC_024782,2024,36838,100,TRUE
Escherichia phage vB_EcoP_PhAPEC7,1391223,phage,NCBI Refseq,209,NC_024790,4038,71778,100,TRUE
Escherichia phage vB_EcoM_PhAPEC2,1391224,phage,NCBI Refseq,209,NC_024794,2807,167318,100,TRUE
Escherichia phage 4MG,1391428,phage,NCBI Refseq,209,NC_022968,3059,148567,100,TRUE
Mycobacterium phage Artemis2UCLA,1391429,phage,NCBI Refseq,209,NC_022977,3801,52344,100,TRUE
Mycobacterium phage CloudWang3,1391430,phage,NCBI Refseq,209,NC_022965,3756,52873,100,TRUE
Mycobacterium phage Conspiracy,1391431,phage,NCBI Refseq,209,NC_022973,796,50755,100,TRUE
Mycobacterium phage Graduation,1391432,phage,NCBI Refseq,209,NC_022979,3846,52823,100,TRUE
Mycobacterium phage Zaka,1391433,phage,NCBI Refseq,209,NC_022985,3642,52122,100,TRUE
Phormidium phage MIS-PhV1A (microbial mat metagenome),1391455,phage,NCBI Refseq,209,NC_029032,947,45532,100,TRUE
Phormidium phage MIS-PhV1B (microbial mat metagenome),1391456,phage,NCBI Refseq,209,NC_028998,375,41291,100,TRUE
Edwardsiella phage eiAU-183,1391659,phage,NCBI Refseq,209,NC_023555,83,43017,100,TRUE
Streptococcus phage 20617,1392231,phage,NCBI Refseq,209,NC_023503,649,48800,100,TRUE
Escherichia phage vB_EcoP_PhAPEC5,1395983,phage,NCBI Refseq,209,NC_024786,4068,71248,100,TRUE
Lactobacillus prophage Lj965,139870,phage,NCBI Refseq,209,NC_005355,1971,40190,100,TRUE
Lactobacillus prophage Lj771,139871,phage,NCBI Refseq,209,NC_010179,454,40881,100,TRUE
Lactobacillus prophage Lj928,139872,phage,NCBI Refseq,209,NC_005354,2145,38384,100,TRUE
Pectobacterium phage PM1,1399915,phage,NCBI Refseq,209,NC_023865,3330,55098,100,TRUE
Lactobacillus phage phiJB,1399941,phage,NCBI Refseq,209,NC_022775,2198,36969,100,TRUE
Lactobacillus phage phiLdb,1399942,phage,NCBI Refseq,209,NC_022762,2101,33996,100,TRUE
Staphylococcus phage YMC/09/04/R1988,1399949,phage,NCBI Refseq,209,NC_022758,270,44459,100,TRUE
Burkholderia phage JG068,1401297,phage,NCBI Refseq,209,NC_022916,418,41604,100,TRUE
Erwinia phage PhiEaH1,1401669,phage,NCBI Refseq,209,NC_023610,2970,218339,100,TRUE
Ralstonia phage RSB3,1402875,phage,NCBI Refseq,209,NC_022917,970,44578,100,TRUE
Staphylococcus phage phiRS7,1403390,phage,NCBI Refseq,209,NC_022914,145,43394,100,TRUE
Acinetobacter phage Petty,1406779,phage,NCBI Refseq,209,NC_023570,1892,40739,100,TRUE
Acinetobacter phage Presley,1406780,phage,NCBI Refseq,209,NC_023581,2747,77792,100,TRUE
Bacillus phage BigBertha,1406781,phage,NCBI Refseq,209,NC_022769,2868,165238,100,TRUE
Bacillus phage CampHawk,1406783,phage,NCBI Refseq,209,NC_022761,3125,146193,100,TRUE
Bacillus phage Grass,1406785,phage,NCBI Refseq,209,NC_022771,3271,156648,100,TRUE
Bacillus phage Page,1406786,phage,NCBI Refseq,209,NC_022764,1927,39874,100,TRUE
Bacillus phage Pony,1406789,phage,NCBI Refseq,209,NC_022770,1932,39844,100,TRUE
Bacillus phage Slash,1406790,phage,NCBI Refseq,209,NC_022774,2776,80382,100,TRUE
Bacillus phage Spock,1406791,phage,NCBI Refseq,209,NC_022763,2888,164297,100,TRUE
Bacillus phage Staley,1406792,phage,NCBI Refseq,209,NC_022767,2787,81656,100,TRUE
Clavibacter phage CN1A,1406793,phage,NCBI Refseq,209,NC_023549,3541,56789,100,TRUE
Salmonella phage Marshall,1406794,phage,NCBI Refseq,209,NC_022772,3261,156338,100,TRUE
Salmonella phage Maynard,1406795,phage,NCBI Refseq,209,NC_022768,3283,154701,100,TRUE
Pseudomonas phage TL,1406974,phage,NCBI Refseq,209,NC_023583,1117,45696,100,TRUE
Shigella phage SfIV,1407493,phage,NCBI Refseq,209,NC_022749,1742,39758,100,TRUE
Erwinia phage FE44,1407608,phage,NCBI Refseq,209,NC_022744,1934,39860,100,TRUE
Cronobacter phage Dev2,1410331,phage,NCBI Refseq,209,NC_023558,1788,38966,100,TRUE
Clostridium phage CDMH1,1411095,phage,NCBI Refseq,209,NC_024144,3457,54279,100,TRUE
Lactococcus phage phiL47,1412875,phage,NCBI Refseq,209,NC_023574,2495,128546,100,TRUE
Lactobacillus phage J-1,1414736,phage,NCBI Refseq,209,NC_022756,429,40931,100,TRUE
Rhizobium phage vB_RleS_L338C,1414737,phage,NCBI Refseq,209,NC_023502,2260,109558,100,TRUE
Shigella phage pSb-1,1414738,phage,NCBI Refseq,209,NC_023589,4044,71629,100,TRUE
Vibrio phage SHOU24,1414739,phage,NCBI Refseq,209,NC_023569,2749,77837,100,TRUE
Arthrobacter phage vB_ArS-ArV2,1414742,phage,NCBI Refseq,209,NC_022972,2194,37372,100,TRUE
Mycobacterium phage Validus,1414747,phage,NCBI Refseq,209,NC_023498,3948,62466,100,TRUE
Mycobacterium phage Suffolk,1414748,phage,NCBI Refseq,209,NC_023563,4074,68262,100,TRUE
Enterobacteria phage IME_EC2,1414766,phage,NCBI Refseq,209,NC_047742,365,41510,100,TRUE
Xylella phage Paz,1415145,phage,NCBI Refseq,209,NC_022982,327,43869,100,TRUE
Xylella phage Prado,1415146,phage,NCBI Refseq,209,NC_022987,244,43940,100,TRUE
Xylella phage Salvo,1415147,phage,NCBI Refseq,209,NC_042345,3393,55601,100,TRUE
Xylella phage Sano,1415148,phage,NCBI Refseq,209,NC_042344,3376,56147,100,TRUE
Achromobacter phage JWAlpha,1416009,phage,NCBI Refseq,209,NC_023556,4047,72329,100,TRUE
Klebsiella phage F19,1416011,phage,NCBI Refseq,209,NC_023567,299,43766,100,TRUE
Enterococcus phage IME_EF3,1416012,phage,NCBI Refseq,209,NC_023595,404,41687,100,TRUE
Escherichia phage vB_EcoS_AHP42,1416028,phage,NCBI Refseq,209,NC_024793,1033,46847,100,TRUE
Escherichia phage vB_EcoS_AHS24,1416030,phage,NCBI Refseq,209,NC_024784,1147,46440,100,TRUE
Escherichia phage vB_EcoS_AKS96,1416031,phage,NCBI Refseq,209,NC_024789,1129,45746,100,TRUE
Shigella phage 75/02 Stx,1416032,phage,NCBI Refseq,209,NC_029120,4298,60875,100,TRUE
Lactobacillus phage phi jlb1,1416334,phage,NCBI Refseq,209,NC_024206,2113,38269,100,TRUE
Ralstonia phage RSK1,1417599,phage,NCBI Refseq,209,NC_022915,1871,40471,100,TRUE
Pseudomonas phage phiIBB-PAA2,1429758,phage,NCBI Refseq,209,NC_022971,910,45344,100,TRUE
Mycobacterium phage EagleEye,1429759,phage,NCBI Refseq,209,NC_023564,3760,52974,100,TRUE
Erwinia phage Ea9-2,1429767,phage,NCBI Refseq,209,NC_023579,2539,75568,100,TRUE
Erwinia phage Ea35-70,1429768,phage,NCBI Refseq,209,NC_023557,174,271084,100,TRUE
Mycobacterium phage BellusTerra,1429791,phage,NCBI Refseq,209,NC_023562,72,51236,100,TRUE
Mycobacterium phage Donovan,1429793,phage,NCBI Refseq,209,NC_023552,1092,47162,100,TRUE
Pectobacterium bacteriophage PM2,1429794,phage,NCBI Refseq,209,NC_028940,3019,170286,100,TRUE
Mycobacterium phage Bernardo,1429903,phage,NCBI Refseq,209,NC_022983,4072,68196,100,TRUE
Mycobacterium phage HanShotFirst,1429904,phage,NCBI Refseq,209,NC_022975,3816,52390,100,TRUE
Mycobacterium phage JAMaL,1429905,phage,NCBI Refseq,209,NC_023554,4061,70841,100,TRUE
Mycobacterium phage Jovo,1429912,phage,NCBI Refseq,209,NC_022984,3707,51319,100,TRUE
Mycobacterium phage HufflyPuff,1430411,phage,NCBI Refseq,209,NC_022981,2584,76323,100,TRUE
Escherichia phage vB_EcoM_JS09,1430444,phage,NCBI Refseq,209,NC_024124,2832,169148,100,TRUE
Burkholderia phage Bp-AMP1,1432428,phage,NCBI Refseq,209,NC_047743,497,42409,100,TRUE
Enterococcus phage IME-EF4,1432658,phage,NCBI Refseq,209,NC_023551,1905,40692,100,TRUE
Oenococcus phage phiS11,1432847,phage,NCBI Refseq,209,NC_023571,1159,46243,100,TRUE
Oenococcus phage phiS13,1432848,phage,NCBI Refseq,209,NC_023560,126,43454,100,TRUE
Vibrio phage AS51,1434127,phage,NCBI Refseq,209,NC_047737,77,42542,99.99000000000001,FALSE
Staphylococcus phage vB_SepS_SEP9,1434319,phage,NCBI Refseq,209,NC_023582,2713,92417,100,TRUE
Escherichia phage HY01,1434323,phage,NCBI Refseq,209,NC_027349,2904,166977,100,TRUE
Oenococcus phage phi9805,1435411,phage,NCBI Refseq,209,NC_023559,1154,46145,100,TRUE
Escherichia phage KBNP1711,1436889,phage,NCBI Refseq,209,NC_023593,2574,76184,100,TRUE
Clostridium phage phiCDHM13,1437363,phage,NCBI Refseq,209,NC_029116,54,33596,100,TRUE
Mycobacterium phage Echild,1437839,phage,NCBI Refseq,209,NC_023553,3791,53159,100,TRUE
Klebsiella phage K64-1,1439894,phage,NCBI Refseq,209,NC_027399,1272,346602,100,TRUE
Clostridium phage phiCDHM11,1445553,phage,NCBI Refseq,209,NC_029001,54,32000,96.79,FALSE
Mycobacterium phage Nyxis,1445714,phage,NCBI Refseq,209,NC_023565,3732,51250,100,TRUE
Mycobacterium phage Obama12,1445715,phage,NCBI Refseq,209,NC_023577,7,51797,99.57,FALSE
Mycobacterium phage MichelleMyBell,1445726,phage,NCBI Refseq,209,NC_023572,607,42240,100,TRUE
Mycobacterium phage Oaker,1445727,phage,NCBI Refseq,209,NC_023578,4106,69099,100,TRUE
Mycobacterium phage Saal,1445728,phage,NCBI Refseq,209,NC_023580,3476,57775,100,TRUE
Mycobacterium phage 32HC,1445729,phage,NCBI Refseq,209,NC_023602,809,50781,100,TRUE
Bacillus phage vB_BtS_BMBtp3,1445809,phage,NCBI Refseq,209,NC_028748,3703,51366,100,TRUE
Bacillus phage Bp8p-C,1445810,phage,NCBI Refseq,209,NC_029121,33,151417,100,FALSE
Bacillus phage Bp8p-T,1445811,phage,NCBI Refseq,209,NC_047744,33,151419,100,TRUE
Enterococcus phage IME-EFm1,1445858,phage,NCBI Refseq,209,NC_024356,555,42597,100,TRUE
Shewanella phage Spp001,1445859,phage,NCBI Refseq,209,NC_023594,3357,54791,100,TRUE
Salmonella phage STP4-a,1445860,phage,NCBI Refseq,209,NC_026607,3195,159914,100,TRUE
Escherichia phage vB_EcoS_FFH_1,1446489,phage,NCBI Refseq,209,NC_024139,2264,108483,100,TRUE
Escherichia phage FFH2,1446490,phage,NCBI Refseq,209,NC_024134,3131,139020,100,TRUE
Salmonella phage vB-SalM-SJ3,1446492,phage,NCBI Refseq,209,NC_024122,3236,162910,100,TRUE
Streptococcus phage DCC1738,1448273,phage,NCBI Refseq,209,NC_024361,2164,38392,100,TRUE
Streptococcus phage K13,1448274,phage,NCBI Refseq,209,NC_024357,1727,39360,100,TRUE
Streptococcus phage IC1,1448276,phage,NCBI Refseq,209,NC_024370,1914,39965,100,TRUE
Pseudomonas phage vB_PaeP_Tr60_Ab31,1449437,phage,NCBI Refseq,209,NC_023575,935,45550,100,TRUE
Uncultured phage WW-nAnB strain 2,1449896,phage,NCBI Refseq,209,NC_026612,1559,5077,100,TRUE
Uncultured phage WW-nAnB strain 3,1449897,phage,NCBI Refseq,209,NC_026613,1569,5210,100,TRUE
Staphylococcus phage phiSA12,1450142,phage,NCBI Refseq,209,NC_023573,3180,142094,100,TRUE
Pseudomonas phage phi2,1450169,phage,NCBI Refseq,209,NC_030931,560,41871,100,TRUE
IAS virus,1450749,phage,NCBI Refseq,209,NC_049978,2369,99915,100,TRUE
Vibrio phage PV94,1451050,phage,NCBI Refseq,209,NC_027368,2054,33828,100,TRUE
Staphylococcus phage GRCS,1453367,phage,NCBI Refseq,209,NC_023550,1650,17869,100,TRUE
Enterobacter phage PG7,1455074,phage,NCBI Refseq,209,NC_023561,3050,173276,100,TRUE
Citrobacter phage CR44b,1455075,phage,NCBI Refseq,209,NC_023576,1809,39207,100,TRUE
Citrobacter phage CR8,1455076,phage,NCBI Refseq,209,NC_023548,1770,39651,100,TRUE
Bdellovibrio phage phiMH2K,145579,phage,NCBI Refseq,209,NC_002643,1506,4594,100,TRUE
Acinetobacter phage IMEAB3,1458669,phage,NCBI Refseq,209,NC_023590,207,43050,100,TRUE
Microbacterium phage vB_MoxS-ISF9,1458670,phage,NCBI Refseq,209,NC_023859,4196,59254,100,TRUE
Rhizobium phage vB_RglS_P106B,1458697,phage,NCBI Refseq,209,NC_023566,3364,56024,100,TRUE
Escherichia phage phi191,1458706,phage,NCBI Refseq,209,NC_028660,4285,61035,100,TRUE
Mycobacterium phage Badfish,1458710,phage,NCBI Refseq,209,NC_028682,14,69030,100,TRUE
Mycobacterium phage Hawkeye,1458711,phage,NCBI Refseq,209,NC_024209,3912,67383,100,TRUE
Mycobacterium phage Seabiscuit,1458714,phage,NCBI Refseq,209,NC_024136,3650,51781,100,TRUE
Mycobacterium phage Swish,1458715,phage,NCBI Refseq,209,NC_028658,4135,68735,100,TRUE
Vibrio phage CHOED,1458716,phage,NCBI Refseq,209,NC_023863,3922,66316,100,TRUE
Mycobacterium phage 40AC,1458717,phage,NCBI Refseq,209,NC_023607,3775,53396,100,TRUE
Mycobacterium phage Alsfro,1458724,phage,NCBI Refseq,209,NC_023862,3822,52136,100,TRUE
Mycobacterium phage Soto,1458725,phage,NCBI Refseq,209,NC_025438,4101,67744,100,TRUE
Mycobacterium phage 20ES,1458726,phage,NCBI Refseq,209,NC_023597,3741,53124,100,TRUE
Mycobacterium phage Jolie2,1458831,phage,NCBI Refseq,209,NC_023604,288,44306,100,TRUE
Mycobacterium phage CRB1,1458841,phage,NCBI Refseq,209,NC_023606,3758,52963,100,TRUE
Geobacillus phage GBK2,1458842,phage,NCBI Refseq,209,NC_023612,1832,39078,100,TRUE
Pseudomonas phage phiPsa374,1458843,phage,NCBI Refseq,209,NC_023601,2331,98287,100,TRUE
Mycobacterium phage RhynO,1458846,phage,NCBI Refseq,209,NC_023609,1037,46739,100,TRUE
Escherichia phage Bp4,1458848,phage,NCBI Refseq,209,NC_024142,2618,72583,100,TRUE
Salmonella phage vB-SalM-SJ2,1458849,phage,NCBI Refseq,209,NC_023856,3097,152460,100,TRUE
Listeria phage LP-030-3,1458852,phage,NCBI Refseq,209,NC_024384,465,41156,100,TRUE
Listeria phage LP-064,1458853,phage,NCBI Refseq,209,NC_041862,29,135279,99.96000000000001,FALSE
Listeria phage LP-083-2,1458855,phage,NCBI Refseq,209,NC_024383,2420,135831,100,TRUE
Listeria phage LP-101,1458856,phage,NCBI Refseq,209,NC_024387,322,43767,100,TRUE
Listeria phage LP-114,1458857,phage,NCBI Refseq,209,NC_024392,3927,66676,100,TRUE
Shewanella sp. phage 1/4,1458859,phage,NCBI Refseq,209,NC_025436,2436,133824,100,TRUE
Shewanella sp. phage 1/40,1458860,phage,NCBI Refseq,209,NC_025470,3142,139004,100,TRUE
Shewanella sp. phage 1/41,1458861,phage,NCBI Refseq,209,NC_025458,136,43510,100,TRUE
Shewanella sp. phage 1/44,1458862,phage,NCBI Refseq,209,NC_025463,847,49640,100,TRUE
Shewanella sp. phage 3/49,1458863,phage,NCBI Refseq,209,NC_025466,1975,40161,100,TRUE
Ralstonia phage 1 NP-2014,1460070,phage,NCBI Refseq,209,NC_023586,1448,8460,100,TRUE
Vibrio phage PVA1,1461743,phage,NCBI Refseq,209,NC_023605,415,41529,100,TRUE
Pseudomonas phage KPP25,1462608,phage,NCBI Refseq,209,NC_024123,3976,64113,100,TRUE
Lactobacillus phage Lc-Nu,146269,phage,NCBI Refseq,209,NC_007501,2034,36466,100,TRUE
Mycobacterium phage 39HC,1463809,phage,NCBI Refseq,209,NC_023603,4041,71565,100,TRUE
Mycobacterium phage Hosp,1463811,phage,NCBI Refseq,209,NC_024145,4015,70667,100,TRUE
Mycobacterium phage Jolie1,1463812,phage,NCBI Refseq,209,NC_023600,4057,71058,100,TRUE
Staphylococcus phage DW2,1464127,phage,NCBI Refseq,209,NC_024391,616,41941,100,TRUE
Salmonella phage vB_SenS-Ent3,1465613,phage,NCBI Refseq,209,NC_024204,356,42764,100,TRUE
Salmonella phage vB_SenS-Ent2,1465618,phage,NCBI Refseq,209,NC_023608,622,42093,100,TRUE
Podovirus Lau218,1465639,phage,NCBI Refseq,209,NC_024329,1733,39425,100,TRUE
Mycobacterium phage Lamina13,1468169,phage,NCBI Refseq,209,NC_024143,3793,53255,100,TRUE
Enterobacteria phage 9g,1468411,phage,NCBI Refseq,209,NC_024146,3544,56702,100,TRUE
Mycobacterium phage MosMoris,1471542,phage,NCBI Refseq,209,NC_024138,3886,65243,100,TRUE
Nitrincola phage 1M3-16,1472912,phage,NCBI Refseq,209,NC_024217,2780,82438,100,TRUE
Pseudomonas phage vB_PaeS_SCH_Ab26,1476390,phage,NCBI Refseq,209,NC_024381,218,43056,100,TRUE
Pseudomonas phage vB_PaeP_C2-10_Ab09,1476391,phage,NCBI Refseq,209,NC_024140,39,72028,96.13,FALSE
Lactococcus phage P078,1476886,phage,NCBI Refseq,209,NC_024215,3438,54452,100,TRUE
Lactococcus phage P092,1476887,phage,NCBI Refseq,209,NC_024203,3425,53513,100,TRUE
Lactococcus phage P118,1476888,phage,NCBI Refseq,209,NC_024208,3455,54173,100,TRUE
Lactococcus phage P162,1476889,phage,NCBI Refseq,209,NC_024214,3392,55584,100,TRUE
Enterococcus phage AUEF3,1476978,phage,NCBI Refseq,209,NC_042134,469,41257,100,TRUE
Dinoroseobacter phage DFL12phi1,1477404,phage,NCBI Refseq,209,NC_024367,2632,75028,100,TRUE
Dickeya phage RC-2014,1477406,phage,NCBI Refseq,209,NC_025452,3290,155346,100,TRUE
Vibrio phage Vc1,1480731,phage,NCBI Refseq,209,NC_047746,994,44541,100,TRUE
Serratia phage PS2,1481112,phage,NCBI Refseq,209,NC_024121,2812,167266,100,TRUE
Acinetobacter phage vB_AbaM_Acibel004,1481186,phage,NCBI Refseq,209,NC_025462,2368,99730,100,TRUE
Acinetobacter phage vB_AbaP_Acibel007,1481187,phage,NCBI Refseq,209,NC_025457,532,42654,100,TRUE
Pseudomonas phage JD024,1481224,phage,NCBI Refseq,209,NC_024330,2190,37380,100,TRUE
Ralstonia phage RSJ2,1481785,phage,NCBI Refseq,209,NC_028988,283,44360,100,TRUE
Ralstonia phage RS138,1483485,phage,NCBI Refseq,209,NC_029107,593,41941,100,TRUE
Mycobacterium virus Bxb1,148603,phage,NCBI Refseq,209,NC_002656,771,50550,100,TRUE
Listeria phage LMTA-34,1486397,phage,NCBI Refseq,209,NC_042048,27,138036,100,FALSE
Mycobacterium phage Manad,1486403,phage,NCBI Refseq,209,NC_024363,4136,68807,100,TRUE
Listeria phage LMTA-148,1486413,phage,NCBI Refseq,209,NC_024787,2385,132541,100,TRUE
Listeria phage LMTA-57,1486414,phage,NCBI Refseq,209,NC_047871,2425,136589,100,TRUE
Listeria phage LMTA-94,1486419,phage,NCBI Refseq,209,NC_047872,2426,136468,100,TRUE
Listeria phage LMSP-25,1486421,phage,NCBI Refseq,209,NC_024360,27,138036,100,TRUE
Listeria phage List-36,1486422,phage,NCBI Refseq,209,NC_024364,2389,131952,100,TRUE
Lactococcus phage WP-2,1486423,phage,NCBI Refseq,209,NC_024149,1596,18899,100,TRUE
Mycobacterium phage Bernal13,1486424,phage,NCBI Refseq,209,NC_024135,518,42392,100,TRUE
Mycobacterium phage Kampy,1486425,phage,NCBI Refseq,209,NC_024141,18,51378,100,TRUE
Mycobacterium phage Phantastic,1486426,phage,NCBI Refseq,209,NC_024148,889,50101,100,TRUE
Mycobacterium phage ZoeJ,1486427,phage,NCBI Refseq,209,NC_024147,3578,57315,100,TRUE
Enterococcus phage EFC-1,1486428,phage,NCBI Refseq,209,NC_025453,1946,40286,100,TRUE
Mycobacterium phage Damien,1486469,phage,NCBI Refseq,209,NC_024371,4079,68386,100,TRUE
Mycobacterium phage Gaia,1486472,phage,NCBI Refseq,209,NC_026590,2709,90460,100,TRUE
Mycobacterium phage OkiRoe,1486473,phage,NCBI Refseq,209,NC_024366,3950,62661,100,TRUE
Mycobacterium phage Zapner,1486474,phage,NCBI Refseq,209,NC_051724,3384,55307,100,TRUE
Bacillus phage CAM003,1486657,phage,NCBI Refseq,209,NC_024216,3203,160541,100,TRUE
Bacillus phage Evoli,1486658,phage,NCBI Refseq,209,NC_024207,3200,159656,100,TRUE
Bacillus phage Hakuna,1486659,phage,NCBI Refseq,209,NC_024213,3304,158100,100,TRUE
Bacillus phage Hoody T,1486660,phage,NCBI Refseq,209,NC_024205,3194,159837,100,TRUE
Bacillus phage Megatron,1486661,phage,NCBI Refseq,209,NC_024211,3210,158750,100,TRUE
Bacillus phage Riley,1486662,phage,NCBI Refseq,209,NC_024788,3241,162816,100,TRUE
Rhodothermus phage RM378,148943,phage,NCBI Refseq,209,NC_004735,2401,129908,100,TRUE
Synechococcus phage ACG-2014d,1493509,phage,NCBI Refseq,209,NC_026923,2927,179110,100,TRUE
Synechococcus phage ACG-2014e,1493510,phage,NCBI Refseq,209,NC_026928,2975,189418,100,TRUE
Synechococcus phage ACG-2014g,1493512,phage,NCBI Refseq,209,NC_026924,3025,174885,100,TRUE
Synechococcus phage ACG-2014i,1493513,phage,NCBI Refseq,209,NC_027132,2974,190768,100,TRUE
Synechococcus phage ACG-2014j,1493514,phage,NCBI Refseq,209,NC_026926,2986,192108,100,TRUE
Escherichia phage vB_EcoM_112,1495285,phage,NCBI Refseq,209,NC_024125,2853,168470,100,TRUE
